name,site,subtypes,category,type,phone number,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,latitude,longitude,full_address,city,state,area_service,rating,reviews,reviews_link,photos_count,working_hours,verified,location_link,place_id,email_1,email_1.emails_validator.status,facebook,instagram,logo,primary_color,secondary_color,slug
ABC Plumbing,,"Plumber, Service establishment",Plumber,Plumber,+1 318-780-6010,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,32.5217454,-93.7381119,,Bossier City,LA,True,4.8,24.0,"https://search.google.com/local/reviews?placeid=ChIJz5_1tFfSNoYR_orwGAtbxi4&q=plumber,+71009,+Blanchard,+LA,+US&authuser=0&hl=en&gl=US",8.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/ABC+Plumbing/@32.5217454,-93.73811189999999,14z/data=!4m8!1m2!2m1!1sABC+Plumbing!3m4!1s0x8636d257b4f59fcf:0x2ec65b0b18f08afe!8m2!3d32.5217454!4d-93.73811189999999",ChIJz5_1tFfSNoYR_orwGAtbxi4,,,,,https://lh6.googleusercontent.com/-MpzUmwuBeoI/AAAAAAAAAAI/AAAAAAAAAAA/1KfHBRPTUhA/s256/photo.jpg,#188dcf,#f1f5f8,abcplumbing
JDW Construction Inc,,Septic system service,Septic system service,Septic system service,+1 318-687-2906,,mobile,32.5760525,-93.8715297,"6251 Smith Ln, Shreveport, LA 71107",Shreveport,Louisiana,False,4.9,403.0,"https://search.google.com/local/reviews?placeid=ChIJKwDjTdHINoYRpqsZ0jEQncA&q=plumber,+71009,+Blanchard,+LA,+US&authuser=0&hl=en&gl=US",11.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/JDW+Construction+Inc/@32.576052499999996,-93.8715297,14z/data=!4m8!1m2!2m1!1sJDW+Construction+Inc!3m4!1s0x8636c8d14de3002b:0xc09d1031d219aba6!8m2!3d32.576052499999996!4d-93.8715297",ChIJKwDjTdHINoYRpqsZ0jEQncA,,,,,https://lh4.googleusercontent.com/-nnWe-QT7uic/AAAAAAAAAAI/AAAAAAAAAAA/xDJ9hwWTfOU/s256/photo.jpg,#a59e90,#302f27,jdwconstructioninc
"Haughton Plumbing, LLC",,"Plumber, Service establishment",Plumber,Plumber,+1 318-762-8784,"METRO PCS, INC.",mobile,32.6774381,-91.7302945,,Oak Ridge,LA,True,3.0,3.0,,,,True,"https://www.google.com/maps/place/Haughton+Plumbing%2C+LLC/@32.677438099999996,-91.7302945,14z/data=!4m8!1m2!2m1!1sHaughton+Plumbing%2C+LLC!3m4!1s0x86313b44ba518ca3:0xcb9a4cd87919d1d2!8m2!3d32.677438099999996!4d-91.7302945",ChIJo4xRukQ7MYYR0tEZedhMmss,,,,,https://lh6.googleusercontent.com/-JRQBE6KQ9Mo/AAAAAAAAAAI/AAAAAAAAAAA/J97AEzD9FFI/s256/photo.jpg,#4374e0,#9fc2fe,haughtonplumbingllc
Paradigm Plumbing services llc,,Plumber,Plumber,Plumber,+1 346-402-3367,T-Mobile USA Inc.,mobile,32.7087856,-93.3759025,"188 Couchwood Rd, Minden, LA 71055",Minden,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/Paradigm+Plumbing+services+llc/@32.7087856,-93.3759025,14z/data=!4m8!1m2!2m1!1sParadigm+Plumbing+services+llc!3m4!1s0x86316b0310351565:0xc42f4a1a660c9516!8m2!3d32.7087856!4d-93.3759025",ChIJZRU1EANrMYYRFpUMZhpKL8Q,,,,,,,,paradigmplumbingservicesllc
"Mlc Plumbing, Inc",,Plumber,Plumber,Plumber,,,,30.0104112,-90.168616,"4001 N Turnbull Dr, Metairie, LA 70002",Metairie,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/Mlc+Plumbing%2C+Inc/@30.0104112,-90.168616,14z/data=!4m8!1m2!2m1!1sMlc+Plumbing%2C+Inc!3m4!1s0x8620b048238c0001:0x811ff0d27151f6e6!8m2!3d30.0104112!4d-90.168616",ChIJAQCMI0iwIIYR5vZRcdLwH4E,,,,,,,,mlcplumbinginc
Richmond Mechanical LLC,,"Plumber, Service establishment",Plumber,Plumber,+1 504-813-4409,T-Mobile USA Inc.,mobile,30.9373736,-91.40087,,Weyanoke,LA,True,,,,7.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Richmond+Mechanical+LLC/@30.937373599999997,-91.40087,14z/data=!4m8!1m2!2m1!1sRichmond+Mechanical+LLC!3m4!1s0x8620b0197ec7f497:0x176766c671ae17b!8m2!3d30.937373599999997!4d-91.40087",ChIJl_THfhmwIIYRe-EaZ2x2dgE,,,,,https://lh6.googleusercontent.com/-oNZiT42Cnt0/AAAAAAAAAAI/AAAAAAAAAAA/w1mqiJj7nv8/s256/photo.jpg,#4374e0,#9fc2fe,richmondmechanicalllc
Tom's Plumbing & Heating,,Heating contractor,Heating contractor,Heating contractor,+1 504-250-8025,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,30.0099984,-90.1599371,"Metairie, LA 70011",Metairie,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/Tom%27s+Plumbing+%26+Heating/@30.009998399999997,-90.1599371,14z/data=!4m8!1m2!2m1!1sTom%27s+Plumbing+%26+Heating!3m4!1s0x8620b0301548150b:0xf7993cab0eae6514!8m2!3d30.009998399999997!4d-90.1599371",ChIJCxVIFTCwIIYRFGWuDqs8mfc,tomox123@hotmail.co.uk,RECEIVING,https://www.facebook.com/tomsplumbingandheating/,,,,,tomsplumbingheating
Nola house healers,,"Electrical installation service, Service establishment, Handyman/Handywoman/Handyperson",Electrical installation service,Electrical installation service,+1 504-205-9936,T-Mobile USA Inc.,mobile,31.7587436,-87.5171035,,Chance,AL,True,5.0,1.0,,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Nola+house+healers/@31.7587436,-87.51710349999999,14z/data=!4m8!1m2!2m1!1sNola+house+healers!3m4!1s0x8626a302b6c90763:0xe351782bb9b17e79!8m2!3d31.7587436!4d-87.51710349999999",ChIJYwfJtgKjJoYReX6xuSt4UeM,,,,,https://lh4.googleusercontent.com/-zJxvCp6_ZhM/AAAAAAAAAAI/AAAAAAAAAAA/3lUjNdG__fc/s256/photo.jpg,#4374e0,#9fc2fe,nolahousehealers
R.E.F. General Labor Services,,"Plumber, Carpenter, Dry wall contractor, Electrical installation service, Service establishment, Fence contractor, Painter, Handyman/Handywoman/Handyperson, Tree service, Water damage restoration service",Handyman/Handywoman/Handyperson,Plumber,+1 504-913-2102,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,29.946623,-90.235751,,Westwego,LA,True,,,,14.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-8PM"", ""Wednesday"": ""7AM-8PM"", ""Thursday"": ""7AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-2PM""}",True,"https://www.google.com/maps/place/R.E.F.+General+Labor+Services/@29.946623,-90.235751,14z/data=!4m8!1m2!2m1!1sR.E.F.+General+Labor+Services!3m4!1s0x8620b1be9208ecd3:0xd3773368b3728615!8m2!3d29.946623!4d-90.235751",ChIJ0-wIkr6xIIYRFYZys2gzd9M,dave.fendlay@gmail.com,RECEIVING,https://www.facebook.com/generallaborservices1212/,,https://lh4.googleusercontent.com/-fuera_T4vKI/AAAAAAAAAAI/AAAAAAAAAAA/VPjlbuoCl40/s256/photo.jpg,#8d9366,#e0e1d3,refgenerallaborservices
Pipe Trades Industry Training School,,"Training center, School",Training center,Training center,,,,29.9991205,-90.1603901,"N Arnoult Rd, Metairie, LA 70002",Metairie,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJ8-QjIj2wIIYRJwc1oH5pQS4&q=plumber,+70010,+Metairie,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Pipe+Trades+Industry+Training+School/@29.9991205,-90.1603901,14z/data=!4m8!1m2!2m1!1sPipe+Trades+Industry+Training+School!3m4!1s0x8620b03d2223e4f3:0x2e41697ea0350727!8m2!3d29.9991205!4d-90.1603901",ChIJ8-QjIj2wIIYRJwc1oH5pQS4,,,,,,,,pipetradesindustrytrainingschool
Bernhard Painting And Home Improvement,,"Contractor, Deck builder, Dry wall contractor, Home builder, Painter, Siding contractor",Contratista,Contractor,+1 504-491-3549,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,29.9861472,-90.1772832,"4320 Ottawa St, Metairie, LA 70001",Metairie,Louisiana,False,5.0,11.0,"https://search.google.com/local/reviews?placeid=ChIJxfdf9PmxIIYRquoTm8pc3Ds&q=plumber,+70010,+Metairie,+LA,+US&authuser=0&hl=en&gl=US",158.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Bernhard+Painting+And+Home+Improvement/@29.986147199999998,-90.17728319999999,14z/data=!4m8!1m2!2m1!1sBernhard+Painting+And+Home+Improvement!3m4!1s0x8620b1f9f45ff7c5:0x3bdc5cca9b13eaaa!8m2!3d29.986147199999998!4d-90.17728319999999",ChIJxfdf9PmxIIYRquoTm8pc3Ds,,,,,https://lh5.googleusercontent.com/-yTMqL5VeeJs/AAAAAAAAAAI/AAAAAAAAAAA/XIht1l_7dUw/s256/photo.jpg,#f7f6f4,#725b30,bernhardpaintingandhomeimprovement
Rickie Salathe Construction,,"Plumber, Air conditioning contractor, Electrician, Service establishment, Heating contractor, Handyman/Handywoman/Handyperson",Handyman/Handywoman/Handyperson,Plumber,+1 504-236-7721,,mobile,30.009558,-90.2508085,,River Ridge,LA,True,,,,12.0,"{""Sunday"": ""9AM-5PM"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM""}",True,"https://www.google.com/maps/place/Rickie+Salathe+Construction/@30.009558,-90.25080849999999,14z/data=!4m8!1m2!2m1!1sRickie+Salathe+Construction!3m4!1s0x8620b712f861f41b:0x3e7ca350b79102a5!8m2!3d30.009558!4d-90.25080849999999",ChIJG_Rh-BK3IIYRpQKRt1CjfD4,,,,,https://lh5.googleusercontent.com/-BlsE1jWJ6OM/AAAAAAAAAAI/AAAAAAAAAAA/MaITcjVZTYE/s256/photo.jpg,#4374e0,#9fc2fe,rickiesalatheconstruction
"Blair's Quality Construction, LLC",,"Plumber, Electrician, Service establishment, Furniture maker, HVAC contractor, Construction company",Construction company,Plumber,+1 504-610-4875,"NEW CINGULAR WIRELESS PCS, LLC",mobile,30.0083824,-90.085819,,New Orleans,LA,True,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJHQ3UT1SjIIYRvaOmdQxQ9iE&q=plumber,+70036,+Barataria,+LA,+US&authuser=0&hl=en&gl=US",30.0,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-1PM""}",True,"https://www.google.com/maps/place/Blair%27s+Quality+Construction%2C+LLC/@30.0083824,-90.085819,14z/data=!4m8!1m2!2m1!1sBlair%27s+Quality+Construction%2C+LLC!3m4!1s0x8620a3544fd40d1d:0x21f6500c75a6a3bd!8m2!3d30.0083824!4d-90.085819",ChIJHQ3UT1SjIIYRvaOmdQxQ9iE,blairsqualityconstructionllc@gmail.com,RECEIVING,https://www.facebook.com/BQConstruction/,,https://lh3.googleusercontent.com/-G7drCYZ8Klo/AAAAAAAAAAI/AAAAAAAAAAA/xL95HmIaijk/s256/photo.jpg,#e0e0da,#171515,blairsqualityconstructionllc
Blessed Hands Construction LLC,,"Bathroom remodeler, Carpenter, Service establishment, Handyman/Handywoman/Handyperson, Kitchen remodeler, Remodeler",Bathroom remodeler,Bathroom remodeler,+1 469-359-3642,,mobile,30.0326605,-90.085819,,New Orleans,LA,True,5.0,2.0,"https://search.google.com/local/reviews?placeid=ChIJw2mIiAjHIIYRCriQTPdQ0nI&q=plumber,+70057,+Hahnville,+LA,+US&authuser=0&hl=en&gl=US",32.0,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM""}",True,"https://www.google.com/maps/place/Blessed+Hands+Construction+LLC/@30.0326605,-90.085819,14z/data=!4m8!1m2!2m1!1sBlessed+Hands+Construction+LLC!3m4!1s0x8620c708888869c3:0x72d250f74c90b80a!8m2!3d30.0326605!4d-90.085819",ChIJw2mIiAjHIIYRCriQTPdQ0nI,,,,,https://lh6.googleusercontent.com/-AkFplMgxnDg/AAAAAAAAAAI/AAAAAAAAAAA/dVFhOGN5p3A/s256/photo.jpg,#d1c6ac,#2e3231,blessedhandsconstructionllc
Welch’s Plumbing,,Plumber,Plumber,Plumber,+1 830-351-5415,"NEW CINGULAR WIRELESS PCS, LLC - IL",mobile,29.7022451,-97.648517,"1215 N Magnolia Ave, Luling, TX 78648",Luling,Texas,False,4.6,27.0,"https://search.google.com/local/reviews?placeid=ChIJRQn8r7VJQ4YRyE_yjtmVqH0&q=plumber,+70070,+Luling,+LA,+US&authuser=0&hl=en&gl=US",3.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-3PM"", ""Tuesday"": ""8AM-3PM"", ""Wednesday"": ""8AM-3PM"", ""Thursday"": ""8AM-3PM"", ""Friday"": ""8AM-3PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Welch%E2%80%99s+Plumbing/@29.7022451,-97.648517,14z/data=!4m8!1m2!2m1!1sWelch%E2%80%99s+Plumbing!3m4!1s0x864349b5affc0945:0x7da895d98ef24fc8!8m2!3d29.7022451!4d-97.648517",ChIJRQn8r7VJQ4YRyE_yjtmVqH0,,,,,https://lh5.googleusercontent.com/-yNMyksv8RL4/AAAAAAAAAAI/AAAAAAAAAAA/Fzme8evDDB4/s256/photo.jpg,#92bbcc,#43333e,welchsplumbing
Tom Devenney Plumbing,,Plumber,Plumber,Plumber,+1 504-722-8579,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,29.8692013,-90.1033133,"5153 Eden Roc Dr, Marrero, LA 70072",Marrero,Louisiana,False,,,,1.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-6PM""}",True,"https://www.google.com/maps/place/Tom+Devenney+Plumbing/@29.8692013,-90.1033133,14z/data=!4m8!1m2!2m1!1sTom+Devenney+Plumbing!3m4!1s0x8620a39004dceccf:0xd9bf62e8ebeaa8e0!8m2!3d29.8692013!4d-90.1033133",ChIJz-zcBJCjIIYR4Kjq6-hiv9k,,,,,https://lh5.googleusercontent.com/-mrD0jK1PqyM/AAAAAAAAAAI/AAAAAAAAAAA/aKeICJCFfy8/s256/photo.jpg,#4374e0,#9fc2fe,tomdevenneyplumbing
In Demand Handymen LLC,,"Handyman/Handywoman/Handyperson, Carpenter, Commercial agent, Painting, Pressure washing service",Handyman/Handywoman/Handyperson,Handyman/Handywoman/Handyperson,+1 504-214-1143,"NEW CINGULAR WIRELESS PCS, LLC",mobile,29.8535756,-90.0996836,"2532 Long Branch Dr, Marrero, LA 70072",Marrero,Louisiana,False,5.0,16.0,"https://search.google.com/local/reviews?placeid=ChIJN2Qjb7yjIIYRDqq9Y6K2wLY&q=plumber,+70073,+Marrero,+LA,+US&authuser=0&hl=en&gl=US",18.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5AM""}",True,"https://www.google.com/maps/place/In+Demand+Handymen+LLC/@29.8535756,-90.09968359999999,14z/data=!4m8!1m2!2m1!1sIn+Demand+Handymen+LLC!3m4!1s0x8620a3bc6f236437:0xb6c0b6a263bdaa0e!8m2!3d29.8535756!4d-90.09968359999999",ChIJN2Qjb7yjIIYRDqq9Y6K2wLY,,,,,https://lh4.googleusercontent.com/-nsUj3HSgE1A/AAAAAAAAAAI/AAAAAAAAAAA/OrlypRsKdm8/s256/photo.jpg,#c9b185,#594f3d,indemandhandymenllc
The Plumber LLC,,"Plumber, Service establishment",Plumber,Plumber,+1 336-326-8633,,mobile,36.3940949,-80.6015336,,Black Water,NC,True,4.3,18.0,"https://search.google.com/local/reviews?placeid=ChIJ97AEfYw7UogRNsWlhBkhHBo&q=plumber,+70076,+Mount+Airy,+LA,+US&authuser=0&hl=en&gl=US",24.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-12PM""}",True,"https://www.google.com/maps/place/The+Plumber+LLC/@36.3940949,-80.6015336,14z/data=!4m8!1m2!2m1!1sThe+Plumber+LLC!3m4!1s0x88523b8c7d04b0f7:0x1a1c211984a5c536!8m2!3d36.3940949!4d-80.6015336",ChIJ97AEfYw7UogRNsWlhBkhHBo,,,,,https://lh3.googleusercontent.com/-m9sb1r6TW_s/AAAAAAAAAAI/AAAAAAAAAAA/dNQ6UZXI6e8/s256/photo.jpg,#d3cec9,#4d453d,theplumberllc
RooterMan,,"Plumber, Service establishment, Pump supplier",Plumber,Plumber,+1 337-764-1633,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.507452,-93.0140029,,Reeves,LA,True,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJ22OEC5h7O4YRVbbhMMyd960&q=plumber,+70639,+Evans,+LA,+US&authuser=0&hl=en&gl=US",8.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/RooterMan/@30.507451999999997,-93.0140029,14z/data=!4m8!1m2!2m1!1sRooterMan!3m4!1s0x863b7b980b8463db:0xadf79dcc30e1b655!8m2!3d30.507451999999997!4d-93.0140029",ChIJ22OEC5h7O4YRVbbhMMyd960,rootermanofcolumbia@gmail.com,RECEIVING,https://www.facebook.com/rootermanofcolumbia/,,https://lh5.googleusercontent.com/-xmmJo5jlxs8/AAAAAAAAAAI/AAAAAAAAAAA/42P8DQhsstk/s256/photo.jpg,#4374e0,#9fc2fe,rooterman
AR Plumbing Solutions LLC,,Plumber,Plumber,Plumber,+1 337-275-9780,"NEW CINGULAR WIRELESS PCS, LLC",mobile,30.1850803,-92.7239229,"10530 Lyons Rd, Jennings, LA 70546",Jennings,Louisiana,False,4.9,35.0,"https://search.google.com/local/reviews?placeid=ChIJTcr4uitfO4YRf61LoJZ73cY&q=plumber,+70640,+Fenton,+LA,+US&authuser=0&hl=en&gl=US",36.0,"{""Sunday"": ""Closed"", ""Monday"": ""6AM-6PM"", ""Tuesday"": ""6AM-6PM"", ""Wednesday"": ""6AM-6PM"", ""Thursday"": ""6AM-6PM"", ""Friday"": ""6AM-6PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/AR+Plumbing+Solutions+LLC/@30.1850803,-92.72392289999999,14z/data=!4m8!1m2!2m1!1sAR+Plumbing+Solutions+LLC!3m4!1s0x863b5f2bbaf8ca4d:0xc6dd7b96a04bad7f!8m2!3d30.1850803!4d-92.72392289999999",ChIJTcr4uitfO4YRf61LoJZ73cY,arplumbingrepairs@gmail.com,RECEIVING,https://www.facebook.com/159839564800932/photos/a.159839598134262/368369147281305/?type=3,,https://lh6.googleusercontent.com/-uGZeAIisN90/AAAAAAAAAAI/AAAAAAAAAAA/yCijMlSVXLc/s256/photo.jpg,#3b3f4d,#ada8a8,arplumbingsolutionsllc
"Dynamic Plumbing & Drain Solutions, LLC",,"Plumber, Service establishment",Plumber,Plumber,+1 337-802-5358,,mobile,30.2564991,-93.2671765,,Westlake,LA,True,5.0,6.0,"https://search.google.com/local/reviews?placeid=ChIJR36ri9CbO4YRuaVLDbOONfQ&q=plumber,+70644,+Grant,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Dynamic+Plumbing+%26+Drain+Solutions%2C+LLC/@30.2564991,-93.26717649999999,14z/data=!4m8!1m2!2m1!1sDynamic+Plumbing+%26+Drain+Solutions%2C+LLC!3m4!1s0x863b9bd08bab7e47:0xf4358eb30d4ba5b9!8m2!3d30.2564991!4d-93.26717649999999",ChIJR36ri9CbO4YRuaVLDbOONfQ,,,,,https://lh6.googleusercontent.com/-W7462N0BrJ8/AAAAAAAAAAI/AAAAAAAAAAA/EHjLqacXrKk/s256/photo.jpg,#22217d,#f6f6f6,dynamicplumbingdrainsolutionsllc
Grants Plumbing Service,,"Plumber, Service establishment",Plumber,Plumber,+1 207-944-4355,UNITED STATES CELLULAR CORP. - MAINE,mobile,44.4461849,-69.2091035,,Morrill,ME,True,5.0,4.0,"https://search.google.com/local/reviews?placeid=ChIJbwx0lFW0UAkR5hdDUc6KbCI&q=plumber,+70644,+Grant,+LA,+US&authuser=0&hl=en&gl=US",6.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Grants+Plumbing+Service/@44.4461849,-69.2091035,14z/data=!4m8!1m2!2m1!1sGrants+Plumbing+Service!3m4!1s0x950b45594740c6f:0x226c8ace514317e6!8m2!3d44.4461849!4d-69.2091035",ChIJbwx0lFW0UAkR5hdDUc6KbCI,,,,,https://lh4.googleusercontent.com/-Gf4w7S4rwso/AAAAAAAAAAI/AAAAAAAAAAA/8ktMve-IDY0/s256/photo.jpg,#1b1b1b,#f9f9f9,grantsplumbingservice
American Plumbing and Mechanical llc,,"Plumber, Service establishment, HVAC contractor",Plumber,Plumber,+1 337-707-8081,"NEW CINGULAR WIRELESS PCS, LLC",mobile,30.515796,-97.7239315,,Round Rock,TX,True,3.0,5.0,"https://search.google.com/local/reviews?placeid=ChIJ03ZEwG6FO4YRv7oUlXJ5jnI&q=plumber,+70645,+Hackberry,+LA,+US&authuser=0&hl=en&gl=US",8.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/American+Plumbing+and+Mechanical+llc/@30.515795999999998,-97.72393149999999,14z/data=!4m8!1m2!2m1!1sAmerican+Plumbing+and+Mechanical+llc!3m4!1s0x863b856ec04476d3:0x728e79729514babf!8m2!3d30.515795999999998!4d-97.72393149999999",ChIJ03ZEwG6FO4YRv7oUlXJ5jnI,,,,,https://lh6.googleusercontent.com/-WLeJ3hcIQbc/AAAAAAAAAAI/AAAAAAAAAAA/97QW2hRAkTY/s256/photo.jpg,#4374e0,#9fc2fe,americanplumbingandmechanicalllc
Parker Plumbing LLC,,"Plumber, Bathroom remodeler, Service establishment, Office furniture store, Plumbing supply store, Water works",Plumber,Plumber,+1 337-930-0348,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,30.1984111,-93.2671765,,Lake Charles,LA,True,3.4,5.0,"https://search.google.com/local/reviews?placeid=ChIJla4LT7eFO4YR0_PyMtVIyPE&q=plumber,+70645,+Hackberry,+LA,+US&authuser=0&hl=en&gl=US",21.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Parker+Plumbing+LLC/@30.198411099999998,-93.26717649999999,14z/data=!4m8!1m2!2m1!1sParker+Plumbing+LLC!3m4!1s0x863b85b74f0bae95:0xf1c848d532f2f3d3!8m2!3d30.198411099999998!4d-93.26717649999999",ChIJla4LT7eFO4YR0_PyMtVIyPE,,,,,https://lh3.googleusercontent.com/-xM0RAL0bKEk/AAAAAAAAAAI/AAAAAAAAAAA/QDD3kCK98cs/s256/photo.jpg,#e8eced,#020407,parkerplumbingllc
Water Purification Systems,,"Plumber, Service establishment",Plumber,Plumber,+1 337-529-5899,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.1161185,-92.9643241,,Bell City,LA,True,5.0,2.0,"https://search.google.com/local/reviews?placeid=ChIJsRBZ_Cx-PIYRlDOlenSkj9Q&q=plumber,+70645,+Hackberry,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Water+Purification+Systems/@30.1161185,-92.9643241,14z/data=!4m8!1m2!2m1!1sWater+Purification+Systems!3m4!1s0x863c7e2cfc5910b1:0xd48fa4747aa53394!8m2!3d30.1161185!4d-92.9643241",ChIJsRBZ_Cx-PIYRlDOlenSkj9Q,,,,,https://lh6.googleusercontent.com/-UqqAnDllahE/AAAAAAAAAAI/AAAAAAAAAAA/oEkFAsH8v40/s256/photo.jpg,#4374e0,#9fc2fe,waterpurificationsystems
