name,site,subtypes,category,type,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,latitude,longitude,full_address,city,state,area_service,rating,reviews,reviews_link,photos_count,working_hours,verified,location_link,place_id,email_1,email_1.emails_validator.status,facebook,instagram,logo,primary_color,secondary_color,slug
Facility Maintenance Pro,,General contractor,General contractor,General contractor,+1 225-590-7477,"VONAGE AMERICA, LLC",voip,30.3995505,-91.1006378,"8261 Summa Ave E, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJvQEheFmkJoYReVBpIohU-Zs&q=plumber,+70820,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Facility+Maintenance+Pro/@30.3995505,-91.1006378,14z/data=!4m8!1m2!2m1!1sFacility+Maintenance+Pro!3m4!1s0x8626a459782101bd:0x9bf9548822695079!8m2!3d30.3995505!4d-91.1006378",ChIJvQEheFmkJoYReVBpIohU-Zs,,,,,,,,facilitymaintenancepro
Baton Rouge Residential & Commercial Contracting Services,https://batonrougecontractingservices.com/,"Plumber, Carpenter, Construction company, Dry wall contractor, Service establishment, Fire damage restoration service, Handyman/Handywoman/Handyperson, Lawn care service, Painter, General contractor, Water damage restoration service",General contractor,Plumber,+1 225-928-5042,,landline,30.4486746,-91.1181035,,Baton Rouge,LA,True,,,,1.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4:30PM"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-4:30PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Baton+Rouge+Residential+%26+Commercial+Contracting+Services/@30.4486746,-91.11810349999999,14z/data=!4m8!1m2!2m1!1sBaton+Rouge+Residential+%26+Commercial+Contracting+Services!3m4!1s0x8cb3ead92fdddb31:0xd241d615b0864cca!8m2!3d30.4486746!4d-91.11810349999999",ChIJMdvdL9nqs4wRykyGsBXWQdI,service@batonrougecontractingservices.com,RECEIVING,https://www.facebook.com/people/Baton-Rouge-Residential-Commercial-Contracting-Services/61552306472228/,,https://lh3.googleusercontent.com/-aiYUVMgMxDM/AAAAAAAAAAI/AAAAAAAAAAA/pZE5W1wuFtM/s256/photo.jpg,#000000,#040506,batonrougeresidentialcommercialcontractingservices
UA Local 198 Plumbers & Pipefitters Joint Apprenticeship,https://local198.org/,"Training center, Labor union",Training center,Training center,+1 225-355-9938,,mobile,30.5026418,-91.1337847,"5655 Greenwell St, Baton Rouge, LA 70805",Baton Rouge,Louisiana,False,4.5,21.0,"https://search.google.com/local/reviews?placeid=ChIJ2QduGR-iJoYRUWU0lwypJNk&q=plumber,+70820,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4:30PM"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-12PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/UA+Local+198+Plumbers+%26+Pipefitters+Joint+Apprenticeship/@30.5026418,-91.13378469999999,14z/data=!4m8!1m2!2m1!1sUA+Local+198+Plumbers+%26+Pipefitters+Joint+Apprenticeship!3m4!1s0x8626a21f196e07d9:0xd924a90c97346551!8m2!3d30.5026418!4d-91.13378469999999",ChIJ2QduGR-iJoYRUWU0lwypJNk,jonathan@local198.org,RECEIVING,,,,,,ualocal198plumberspipefittersjointapprenticeship
FERGUSON,https://www.ferguson.com/,Plumbing supply store,Plumbing supply store,Plumbing supply store,+1 225-421-3006,TELEPORT COMMUNICATIONS AMERIC,fixed line,30.4094451,-91.0612891,"10642 Alco Ave, Baton Rouge, LA 70816",Baton Rouge,Louisiana,False,4.9,14.0,"https://search.google.com/local/reviews?placeid=ChIJmXMFnrWkJoYRytFuDsZsqco&q=plumber,+70820,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",11.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-4PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/FERGUSON/@30.4094451,-91.0612891,14z/data=!4m8!1m2!2m1!1sFERGUSON!3m4!1s0x8626a4b59e057399:0xcaa96cc60e6ed1ca!8m2!3d30.4094451!4d-91.0612891",ChIJmXMFnrWkJoYRytFuDsZsqco,jean.cordova@ferginc.com,INVALID,https://www.facebook.com/FergusonTrade,https://www.instagram.com/fergusonshowrooms,,,,ferguson
Southern Pipe & Supply,http://www.southernpipe.com/,Plumbing supply store,Plumbing supply store,Plumbing supply store,+1 225-332-8432,,landline,30.4714549,-91.0761724,"9680 S Choctaw Dr, Baton Rouge, LA 70815",Baton Rouge,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJxVYOSQ2jJoYRXyGq3FFYVXc&q=plumber,+70820,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""6:30AM-4:30PM"", ""Tuesday"": ""6:30AM-4:30PM"", ""Wednesday"": ""6:30AM-4:30PM"", ""Thursday"": ""6:30AM-4:30PM"", ""Friday"": ""6:30AM-4:30PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Southern+Pipe+%26+Supply/@30.471454899999998,-91.07617239999999,14z/data=!4m8!1m2!2m1!1sSouthern+Pipe+%26+Supply!3m4!1s0x8626a30d490e56c5:0x77555851dcaa215f!8m2!3d30.471454899999998!4d-91.07617239999999",ChIJxVYOSQ2jJoYRXyGq3FFYVXc,,,https://www.facebook.com/SouthernPipe/,,https://lh5.googleusercontent.com/-t-WilHi3JNw/AAAAAAAAAAI/AAAAAAAAAAA/XvAB0uPGWys/s256/photo.jpg,#4374e0,#9fc2fe,southernpipesupply
Rolling Bear Plumbing,http://www.rollingbearplumbing.com/,Plumber,Plumber,Plumber,+1 225-572-3052,CELLCO PARTNERSHIP DBA VERIZON,mobile,30.4574657,-91.2093624,"630 8th St, Port Allen, LA 70767",Port Allen,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJow4O9Z6gJoYRgGBnlsRrZXg&q=plumber,+70820,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/Rolling+Bear+Plumbing/@30.4574657,-91.20936239999999,14z/data=!4m8!1m2!2m1!1sRolling+Bear+Plumbing!3m4!1s0x8626a09ef50e0ea3:0x78656bc496676080!8m2!3d30.4574657!4d-91.20936239999999",ChIJow4O9Z6gJoYRgGBnlsRrZXg,k.hebert@rollingbearplumbing.com,INVALID,,,,,,rollingbearplumbing
Mr InstaFyx,http://www.zwslimited.com/,"Plumber, Electrician, Service establishment, Painting, Handyman/Handywoman/Handyperson, Property maintenance, Repair service",Handyman/Handywoman/Handyperson,Plumber,+1 225-348-6702,T-Mobile USA Inc.,mobile,30.310408,-90.555104,,Killian,LA,True,4.0,8.0,"https://search.google.com/local/reviews?placeid=ChIJgcEoiV-nJoYRhKyo_tN9W4Y&q=plumber,+70820,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",170.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Mr+InstaFyx/@30.310408,-90.555104,14z/data=!4m8!1m2!2m1!1sMr+InstaFyx!3m4!1s0x8626a75f8928c181:0x865b7dd3fea8ac84!8m2!3d30.310408!4d-90.555104",ChIJgcEoiV-nJoYRhKyo_tN9W4Y,mwillis122912@gmail.com,RECEIVING,,,https://lh4.googleusercontent.com/-fetvbmwhGfs/AAAAAAAAAAI/AAAAAAAAAAA/ZM4x7q_yG4M/s256/photo.jpg,#64c9d9,#1c4a83,mrinstafyx
Maggio's Plumbing Co Inc,,Plumber,Plumber,Plumber,,,,30.5528406,-91.3741554,"5912 Elm Grove Rd, Port Allen, LA 70767",Port Allen,Louisiana,False,4.2,5.0,"https://search.google.com/local/reviews?placeid=ChIJg2SZYzA9JIYRjuZPkNmL9ZA&q=plumber,+70820,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",,,False,"https://www.google.com/maps/place/Maggio%27s+Plumbing+Co+Inc/@30.5528406,-91.37415539999999,14z/data=!4m8!1m2!2m1!1sMaggio%27s+Plumbing+Co+Inc!3m4!1s0x86243d3063996483:0x90f58bd9904fe68e!8m2!3d30.5528406!4d-91.37415539999999",ChIJg2SZYzA9JIYRjuZPkNmL9ZA,,,,,,,,maggiosplumbingcoinc
Lott Heating Air & Mechanical,,Air conditioning contractor,Air conditioning contractor,Air conditioning contractor,+1 225-205-5407,T-Mobile USA Inc.,mobile,30.4259968,-91.0251068,"Baton Rouge, LA 70816",Baton Rouge,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJVVVVVXm7JoYR_t8eUFdvdyk&q=plumber,+70827,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Lott+Heating+Air+%26+Mechanical/@30.4259968,-91.02510679999999,14z/data=!4m8!1m2!2m1!1sLott+Heating+Air+%26+Mechanical!3m4!1s0x8626bb7955555555:0x29776f57501edffe!8m2!3d30.4259968!4d-91.02510679999999",ChIJVVVVVXm7JoYR_t8eUFdvdyk,,,,,,,,lottheatingairmechanical
Essence Bathroom Remodeling,,"General contractor, Bathroom remodeler",General contractor,General contractor,+1 225-370-8011,,landline,30.4566663,-91.1230706,"6636 Harry Dr, Baton Rouge, LA 70806",Baton Rouge,Louisiana,False,3.2,9.0,"https://search.google.com/local/reviews?placeid=ChIJq6p6VMKjJoYRMIEIrqxox00&q=plumber,+70831,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",13.0,"{""Sunday"": ""Closed"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Essence+Bathroom+Remodeling/@30.4566663,-91.12307059999999,14z/data=!4m8!1m2!2m1!1sEssence+Bathroom+Remodeling!3m4!1s0x8626a3c2547aaaab:0x4dc768acae088130!8m2!3d30.4566663!4d-91.12307059999999",ChIJq6p6VMKjJoYRMIEIrqxox00,,,,,https://lh4.googleusercontent.com/-XHVr4o9KS7Y/AAAAAAAAAAI/AAAAAAAAAAA/ELf2s01DnP8/s256/photo.jpg,#4374e0,#9fc2fe,essencebathroomremodeling
Video Industrial Services Inc,https://videoindustrial.com/,Plumber,Plumber,Plumber,+1 225-930-0048,,landline,30.4589593,-91.1007737,"8386 Airline Hwy, Baton Rouge, LA 70815",Baton Rouge,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/Video+Industrial+Services+Inc/@30.4589593,-91.10077369999999,14z/data=!4m8!1m2!2m1!1sVideo+Industrial+Services+Inc!3m4!1s0x8626a3a13c4f292f:0x3c6d54645ff134aa!8m2!3d30.4589593!4d-91.10077369999999",ChIJLylPPKGjJoYRqjTxX2RUbTw,dhuggler@videopipeservices.com,UNKNOWN,,,,,,videoindustrialservicesinc
Baton Rouge Noland,https://www.winsupplyinc.com/Location/Baton-Rouge-LA/70816/HVAC-Supplies,Heating equipment supplier,Heating equipment supplier,Heating equipment supplier,+1 225-293-8277,,landline,30.4090967,-91.0561444,"4515 Sherwood Common Blvd, Baton Rouge, LA 70816",Baton Rouge,Louisiana,False,4.9,18.0,"https://search.google.com/local/reviews?placeid=ChIJgZbVgkq7JoYRNJN4L3USeJY&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-4:30PM"", ""Tuesday"": ""7AM-4:30PM"", ""Wednesday"": ""7AM-4:30PM"", ""Thursday"": ""7AM-4:30PM"", ""Friday"": ""7AM-4:30PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Baton+Rouge+Noland/@30.4090967,-91.0561444,14z/data=!4m8!1m2!2m1!1sBaton+Rouge+Noland!3m4!1s0x8626bb4a82d59681:0x967812752f789334!8m2!3d30.4090967!4d-91.0561444",ChIJgZbVgkq7JoYRNJN4L3USeJY,rhumphries@winsupply.com,RECEIVING,https://www.facebook.com/Winsupplyinc/,,https://lh3.googleusercontent.com/-DQftIbscD-0/AAAAAAAAAAI/AAAAAAAAAAA/H7SX8OgsO98/s256/photo.jpg,#4374e0,#9fc2fe,batonrougenoland
Restoration 1 of East Baton Rouge,https://restoration1.com/east-baton-rouge?utm_source=GBP,"Water damage restoration service, Building restoration service, Fire damage restoration service, Waste management service",Water damage restoration service,Water damage restoration service,+1 225-351-7753,,landline,30.3906266,-91.0498338,"11821 Cloverland Ave, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,4.9,212.0,"https://search.google.com/local/reviews?placeid=ChIJ2RtRUCq_JoYR_IIeQpwdRBk&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",167.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Restoration+1+of+East+Baton+Rouge/@30.390626599999997,-91.0498338,14z/data=!4m8!1m2!2m1!1sRestoration+1+of+East+Baton+Rouge!3m4!1s0x8626bf2a50511bd9:0x19441d9c421e82fc!8m2!3d30.390626599999997!4d-91.0498338",ChIJ2RtRUCq_JoYR_IIeQpwdRBk,steve.testardi@restoration1.com,INVALID,https://www.facebook.com/Restoration1Headquarters/,,https://lh6.googleusercontent.com/-oVT0pjmuhfw/AAAAAAAAAAI/AAAAAAAAAAA/VxlpSwhw0pk/s256/photo.jpg,#769fb1,#080f18,restoration1ofeastbatonrouge
Paul Davis Property Restoration Experts of Baton Rouge,https://baton-rouge.pauldavis.com/?utm_source=google,"Water damage restoration service, Bathroom remodeler, Building restoration service, Contractor, Fire damage restoration service, Kitchen remodeler, Photo restoration service, Remodeler",Water damage restoration service,Water damage restoration service,+1 225-408-0390,,landline,30.3843824,-91.0509432,"11800 Industriplex Blvd STE 4, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,4.6,102.0,"https://search.google.com/local/reviews?placeid=ChIJXy2w2te6JoYRF93W8wv86bI&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",23.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Paul+Davis+Property+Restoration+Experts+of+Baton+Rouge/@30.3843824,-91.05094319999999,14z/data=!4m8!1m2!2m1!1sPaul+Davis+Property+Restoration+Experts+of+Baton+Rouge!3m4!1s0x8626bad7dab02d5f:0xb2e9fc0bf3d6dd17!8m2!3d30.3843824!4d-91.05094319999999",ChIJXy2w2te6JoYRF93W8wv86bI,btla@pauldavis.com,RECEIVING,https://www.facebook.com/Paul-Davis-of-Baton-Rouge-558696957848999/,,https://lh3.googleusercontent.com/-AmbH8ZYkYDg/AAAAAAAAAAI/AAAAAAAAAAA/epVI7s8xkvQ/s256/photo.jpg,#615232,#f7f5f1,pauldavispropertyrestorationexpertsofbatonrouge
Bath Fitter,https://www.bathfitter.com/us-en/location/southernlouisiana/?,"Bathroom remodeler, Bathroom supply store, Contractor, Interior construction contractor, Remodeler, Showroom",Bathroom remodeler,Bathroom remodeler,+1 225-228-3223,"ONVOY, LLC - LA",fixed line,30.3958248,-91.0560085,"5811 McCann Dr, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,4.9,99.0,"https://search.google.com/local/reviews?placeid=ChIJ3SF9ni27JoYRG3B4_NWu900&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",49.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Bath+Fitter/@30.3958248,-91.05600849999999,14z/data=!4m8!1m2!2m1!1sBath+Fitter!3m4!1s0x8626bb2d9e7d21dd:0x4df7aed5fc78701b!8m2!3d30.3958248!4d-91.05600849999999",ChIJ3SF9ni27JoYRG3B4_NWu900,rbsakells@comcast.net,INVALID,https://www.facebook.com/BathFitterBirmingham/,,https://lh3.googleusercontent.com/-rFgaa23wVvc/AAAAAAAAAAI/AAAAAAAAAAA/VnrWrG4Zc_0/s256/photo.jpg,#037477,#bfd8d9,bathfitter
"A.H. Deveney & Company, L.L.C.",http://www.ahdeveney.com/,"Manufacturer, Plumbing supply store",Manufacturer,Manufacturer,+1 225-753-8963,"LEVEL 3 COMMUNICATIONS, LLC - ",fixed line,30.3819414,-91.0509752,"6653 Langley Dr, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJaSf5XSm7JoYRp3CcEgXfPWQ&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Closed"", ""Monday"": ""7:30AM-4PM"", ""Tuesday"": ""7:30AM-4PM"", ""Wednesday"": ""7:30AM-4PM"", ""Thursday"": ""7:30AM-4PM"", ""Friday"": ""7:30AM-4PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/A.H.+Deveney+%26+Company%2C+L.L.C./@30.3819414,-91.0509752,14z/data=!4m8!1m2!2m1!1sA.H.+Deveney+%26+Company%2C+L.L.C.!3m4!1s0x8626bb295df92769:0x643ddf05129c70a7!8m2!3d30.3819414!4d-91.0509752",ChIJaSf5XSm7JoYRp3CcEgXfPWQ,cnunnelley1213@gmail.com,RECEIVING,https://www.facebook.com/ahdeveney/,,,,,ahdeveneycompanyllc
Fisk Electric Co,,Electrician,Electrician,Electrician,+1 225-636-2310,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.3768762,-91.034506,"12727 Airline Hwy, Baton Rouge, LA 70817",Baton Rouge,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/Fisk+Electric+Co/@30.376876199999998,-91.034506,14z/data=!4m8!1m2!2m1!1sFisk+Electric+Co!3m4!1s0x8626bae095b71f39:0xb3c41e8ada8a502a!8m2!3d30.376876199999998!4d-91.034506",ChIJOR-3leC6JoYRKlCK2ooexLM,,,,,,,,fiskelectricco
Bell Mechanical Services,http://www.bellmechanical.com/,HVAC contractor,HVAC contractor,HVAC contractor,+1 225-752-8538,"BANDWIDTH.COM CLEC, LLC - LA",fixed line,30.3832492,-91.0465518,"12114 Industriplex Blvd, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,4.3,427.0,"https://search.google.com/local/reviews?placeid=ChIJeR-1Ite6JoYRIT0Sv7TLypE&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",46.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Bell+Mechanical+Services/@30.383249199999998,-91.04655179999999,14z/data=!4m8!1m2!2m1!1sBell+Mechanical+Services!3m4!1s0x8626bad722b51f79:0x91cacbb4bf123d21!8m2!3d30.383249199999998!4d-91.04655179999999",ChIJeR-1Ite6JoYRIT0Sv7TLypE,jeff@bellmechanical.com,INVALID,https://www.facebook.com/bellmechanical1,,https://lh5.googleusercontent.com/-7HqKU5y9ud4/AAAAAAAAAAI/AAAAAAAAAAA/vjpjefrsyTk/s256/photo.jpg,#e2e2e2,#050405,bellmechanicalservices
United Fire & Water a DKI Company,https://unitedfireandwater.com/,"Water damage restoration service, Bathroom remodeler, Building restoration service, Fire damage restoration service, Kitchen remodeler",Water damage restoration service,Water damage restoration service,+1 225-755-7923,,mobile,30.3839652,-91.0511026,"11800 Industriplex Blvd STE 7, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,4.9,210.0,"https://search.google.com/local/reviews?placeid=ChIJsQQytlShJoYRmGKRRRpo4Uk&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",219.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/United+Fire+%26+Water+a+DKI+Company/@30.3839652,-91.0511026,14z/data=!4m8!1m2!2m1!1sUnited+Fire+%26+Water+a+DKI+Company!3m4!1s0x8626a154b63204b1:0x49e1681a45916298!8m2!3d30.3839652!4d-91.0511026",ChIJsQQytlShJoYRmGKRRRpo4Uk,unitedfw@gmail.com,RECEIVING,https://www.facebook.com/UFWofLA/,,https://lh4.googleusercontent.com/-jrhFfBBWZUA/AAAAAAAAAAI/AAAAAAAAAAA/e77zOFaF6ek/s256/photo.jpg,#f7f6f6,#5b4145,unitedfirewateradkicompany
Premier South Roofing & Sheet Metal,https://www.premiersouthla.com/,"Roofing contractor, Gutter service, Metal construction company, Metal fabricator",Roofing contractor,Roofing contractor,+1 225-757-6621,,landline,30.4240316,-91.0779688,"9551 Interline Ave, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,4.5,310.0,"https://search.google.com/local/reviews?placeid=ChIJ_____9OgJoYRvCjWX8M-uZs&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",119.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Premier+South+Roofing+%26+Sheet+Metal/@30.4240316,-91.0779688,14z/data=!4m8!1m2!2m1!1sPremier+South+Roofing+%26+Sheet+Metal!3m4!1s0x8626a0d3ffffffff:0x9bb93ec35fd628bc!8m2!3d30.4240316!4d-91.0779688",ChIJ_____9OgJoYRvCjWX8M-uZs,pbfarmer@gmail.com,RECEIVING,https://www.facebook.com/premiersouthlafayette/,https://www.instagram.com/premiersouthroofing,https://lh5.googleusercontent.com/-XCixzPemKzQ/AAAAAAAAAAI/AAAAAAAAAAA/5a4nEyIvBJs/s256/photo.jpg,#fbfbfc,#4568a3,premiersouthroofingsheetmetal
Bergeron Electric Inc,,Electrician,Electrician,Electrician,+1 225-292-4294,,landline,30.3821062,-91.0525099,"11663 Honore Ln, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,5.0,5.0,"https://search.google.com/local/reviews?placeid=ChIJpRuWiNa6JoYR1waNK8-xNnM&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Bergeron+Electric+Inc/@30.3821062,-91.05250989999999,14z/data=!4m8!1m2!2m1!1sBergeron+Electric+Inc!3m4!1s0x8626bad688961ba5:0x7336b1cf2b8d06d7!8m2!3d30.3821062!4d-91.05250989999999",ChIJpRuWiNa6JoYR1waNK8-xNnM,,,,,,,,bergeronelectricinc
"Thunderwood Handyman Services Baton Rouge, Louisiana",https://www.thunderwoodhandyman.com/,"Handyman/Handywoman/Handyperson, Carpenter, Service establishment, Home help, Painter, Painting, Repair service, Woodworker",Handyman/Handywoman/Handyperson,Handyman/Handywoman/Handyperson,+1 225-999-4262,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.4418786,-91.039978,,Baton Rouge,LA,True,4.7,29.0,"https://search.google.com/local/reviews?placeid=ChIJZfKex7_0L4kRNX6weBjLr6A&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",30.0,"{""Sunday"": ""6AM-6:30PM"", ""Monday"": ""6AM-8:30PM"", ""Tuesday"": ""6AM-8:30PM"", ""Wednesday"": ""6AM-8:30PM"", ""Thursday"": ""6AM-8:30PM"", ""Friday"": ""6AM-8:30PM"", ""Saturday"": ""6AM-8:30PM""}",True,"https://www.google.com/maps/place/Thunderwood+Handyman+Services+Baton+Rouge%2C+Louisiana/@30.4418786,-91.03997799999999,14z/data=!4m8!1m2!2m1!1sThunderwood+Handyman+Services+Baton+Rouge%2C+Louisiana!3m4!1s0x892ff4bfc79ef265:0xa0afcb1878b07e35!8m2!3d30.4418786!4d-91.03997799999999",ChIJZfKex7_0L4kRNX6weBjLr6A,thunderwoodrepairs@gmail.com,RECEIVING,,,https://lh3.googleusercontent.com/-BZCSr1AqanQ/AAAAAAAAAAI/AAAAAAAAAAA/ebc4VJKDIxY/s256/photo.jpg,#090604,#79a3a9,thunderwoodhandymanservicesbatonrougelouisiana
The Home Depot,https://www.homedepot.com/l/Southeast-Baton-Rouge/LA/Baton-Rouge/70810/370?emt=MSGMBGoogleMaps,"Home improvement store, Appliance store, Bathroom supply store, Cabinet store, Hardware store, Lighting store, Paint store, Rug store, Tool store, Window treatment store",Home improvement store,Home improvement store,+1 225-755-1729,TELEPORT COMMUNICATIONS AMERIC,fixed line,30.3504927,-91.0286667,"18139 Highland Rd, Baton Rouge, LA 70810",Baton Rouge,Louisiana,False,4.2,824.0,"https://search.google.com/local/reviews?placeid=ChIJJZ15Z4W6JoYR_7ebofvdqbo&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",258.0,"{""Sunday"": ""8AM-8PM"", ""Monday"": ""6AM-10PM"", ""Tuesday"": ""6AM-10PM"", ""Wednesday"": ""6AM-10PM"", ""Thursday"": ""6AM-10PM"", ""Friday"": ""6AM-10PM"", ""Saturday"": ""6AM-10PM""}",True,"https://www.google.com/maps/place/The+Home+Depot/@30.3504927,-91.0286667,14z/data=!4m8!1m2!2m1!1sThe+Home+Depot!3m4!1s0x8626ba8567799d25:0xbaa9ddfba19bb7ff!8m2!3d30.3504927!4d-91.0286667",ChIJJZ15Z4W6JoYR_7ebofvdqbo,proapplianceteam@homedepot.com,RECEIVING,https://www.facebook.com/homedepot,,https://lh4.googleusercontent.com/-bgL7rOvcvWU/AAAAAAAAAAI/AAAAAAAAAAA/w3YgjqILrps/s256/photo.jpg,#d9c4a8,#b27541,thehomedepot
